Scenario,Rule,CommitteeRule,PlatoonSize,Iteration,Rejected,Agent,Utility1,HammingDistance1,Utility2,HammingDistance2,Utility3,HammingDistance3
Unstable,Borda,Minisum,5,18,0,3,0.9242311827956989,8.0,0.9242311827956989,4.0,0.0,0.0
Unstable,Borda,Minisum,5,18,0,4,0.98939898989899,8.0,0.98939898989899,4.0,0.0,0.0
Unstable,Borda,Minisum,5,18,0,5,0.0,0.0,0.892357142857143,9.0,0.0,0.0
Unstable,Borda,Minisum,5,19,0,0,0.9788551275094953,8.0,0.9788551275094953,4.0,0.0,0.0
Unstable,Borda,Minisum,5,19,0,1,0.9555176402544824,4.0,0.9555176402544824,8.0,0.0,0.0
Unstable,Borda,Minisum,5,19,0,2,0.9888353863381859,4.0,0.9888353863381859,8.0,0.0,0.0
Unstable,Borda,Minisum,5,19,0,3,0.9994736842105263,8.0,0.9994736842105263,4.0,0.0,0.0
Unstable,Borda,Minisum,5,19,0,4,0.9129352226720647,8.0,0.9129352226720647,4.0,0.0,0.0
Unstable,Borda,Minisum,5,19,0,5,0.0,0.0,0.9590696438064858,9.0,0.0,0.0
Unstable,Borda,Minisum,5,20,0,0,0.9703737864077671,8.0,0.9703737864077671,4.0,0.0,0.0
Unstable,Borda,Minisum,5,20,0,1,0.9005989010989012,4.0,0.9005989010989012,8.0,0.0,0.0
Unstable,Borda,Minisum,5,20,0,2,0.98939898989899,4.0,0.98939898989899,8.0,0.0,0.0
Unstable,Borda,Minisum,5,20,0,3,0.9005989010989012,8.0,0.9005989010989012,4.0,0.0,0.0
Unstable,Borda,Minisum,5,20,0,4,0.98939898989899,8.0,0.98939898989899,4.0,0.0,0.0
Unstable,Borda,Minisum,5,20,0,5,0.0,0.0,0.9610384615384616,9.0,0.0,0.0
Unstable,Borda,Minisum,5,21,0,0,0.9287273493468183,8.0,0.9287273493468183,4.0,0.0,0.0
Unstable,Borda,Minisum,5,21,0,1,0.8745238095238095,4.0,0.8745238095238095,8.0,0.0,0.0
Unstable,Borda,Minisum,5,21,0,2,0.8582194616977226,4.0,0.8582194616977226,8.0,0.0,0.0
Unstable,Borda,Minisum,5,21,0,3,0.9995238095238095,8.0,0.9995238095238095,4.0,0.0,0.0
Unstable,Borda,Minisum,5,21,0,4,0.9599198491277698,8.0,0.9599198491277698,4.0,0.0,0.0
Unstable,Borda,Minisum,5,21,0,5,0.0,0.0,0.9995238095238095,9.0,0.0,0.0
Unstable,Borda,Minisum,5,22,0,0,0.9798921568627451,8.0,0.9798921568627451,4.0,0.0,0.0
Unstable,Borda,Minisum,5,22,0,1,0.98939898989899,4.0,0.98939898989899,8.0,0.0,0.0
Unstable,Borda,Minisum,5,22,0,2,0.8469576271186441,4.0,0.8469576271186441,8.0,0.0,0.0
Unstable,Borda,Minisum,5,22,0,3,0.9356702127659575,8.0,0.9356702127659575,4.0,0.0,0.0
Unstable,Borda,Minisum,5,22,0,4,0.8844557522123895,8.0,0.8844557522123895,4.0,0.0,0.0
Unstable,Borda,Minisum,5,22,0,5,0.0,0.0,0.8328333333333334,9.0,0.0,0.0
Unstable,Borda,Minisum,5,23,0,0,0.9895990099009901,8.0,0.9895990099009901,4.0,0.0,0.0
Unstable,Borda,Minisum,5,23,0,1,0.9169311926605506,4.0,0.9169311926605506,8.0,0.0,0.0
Unstable,Borda,Minisum,5,23,0,2,0.9895990099009901,4.0,0.9895990099009901,8.0,0.0,0.0
Unstable,Borda,Minisum,5,23,0,3,0.98939898989899,8.0,0.98939898989899,4.0,0.0,0.0
Unstable,Borda,Minisum,5,23,0,4,0.9790918367346939,8.0,0.9790918367346939,8.0,0.0,0.0
Unstable,Borda,Minisum,5,23,0,5,0.0,0.0,0.9169311926605506,9.0,0.0,0.0
Unstable,Borda,Minisum,5,24,0,0,0.9628265618173875,8.0,0.9903711426188491,4.0,0.0,0.0
Unstable,Borda,Minisum,5,24,0,1,0.8582194616977226,4.0,0.8038932806324111,8.0,0.0,0.0
Unstable,Borda,Minisum,5,24,0,2,0.8582194616977226,4.0,0.8038932806324111,8.0,0.0,0.0
Unstable,Borda,Minisum,5,24,0,3,0.9900898472596585,8.0,0.9618096054888507,4.0,0.0,0.0
Unstable,Borda,Minisum,5,24,0,4,0.88187675070028,8.0,0.9239152024446142,4.0,0.0,0.0
Unstable,Borda,Minisum,5,24,0,5,0.0,0.0,0.9729967819790828,9.0,0.0,0.0
Unstable,Borda,Minisum,5,25,0,0,0.9519264069264068,8.0,0.9519264069264068,4.0,0.0,0.0
Unstable,Borda,Minisum,5,25,0,1,0.9903711426188491,4.0,0.9903711426188491,8.0,0.0,0.0
Unstable,Borda,Minisum,5,25,0,2,0.931748844375963,4.0,0.931748844375963,8.0,0.0,0.0
Unstable,Borda,Minisum,5,25,0,3,0.9905364455364455,8.0,0.9905364455364455,4.0,0.0,0.0
Unstable,Borda,Minisum,5,25,0,4,0.9816883116883116,8.0,0.9816883116883116,4.0,0.0,0.0
Unstable,Borda,Minisum,5,25,0,5,0.0,0.0,0.8770964749536178,9.0,0.0,0.0
Unstable,Borda,Minisum,5,26,0,0,0.9779683078664403,8.0,0.9779683078664403,4.0,0.0,0.0
Unstable,Borda,Minisum,5,26,0,1,0.9400677436164668,4.0,0.9400677436164668,8.0,0.0,0.0
Unstable,Borda,Minisum,5,26,0,2,0.9788551275094953,4.0,0.9788551275094953,8.0,0.0,0.0
Unstable,Borda,Minisum,5,26,0,3,0.847687969924812,8.0,0.847687969924812,4.0,0.0,0.0
Unstable,Borda,Minisum,5,26,0,4,0.9888353863381859,8.0,0.9888353863381859,4.0,0.0,0.0
Unstable,Borda,Minisum,5,26,0,5,0.0,0.0,0.8255606407322654,9.0,0.0,0.0
Unstable,Borda,Minisum,5,27,0,0,0.9356702127659575,8.0,0.9356702127659575,4.0,0.0,0.0
Unstable,Borda,Minisum,5,27,0,1,0.98939898989899,4.0,0.98939898989899,8.0,0.0,0.0
Unstable,Borda,Minisum,5,27,0,2,0.8542008547008547,4.0,0.8542008547008547,8.0,0.0,0.0
Unstable,Borda,Minisum,5,27,0,3,0.9578333333333334,8.0,0.9578333333333334,4.0,0.0,0.0
Unstable,Borda,Minisum,5,27,0,4,0.9169311926605506,8.0,0.9169311926605506,4.0,0.0,0.0
Unstable,Borda,Minisum,5,27,0,5,0.0,0.0,0.9518809523809524,9.0,0.0,0.0
Unstable,Borda,Minisum,5,28,0,0,0.98939898989899,8.0,0.98939898989899,4.0,0.0,0.0
Unstable,Borda,Minisum,5,28,0,1,0.9169311926605506,4.0,0.9169311926605506,8.0,0.0,0.0
Unstable,Borda,Minisum,5,28,0,2,0.9468684210526317,4.0,0.9468684210526317,8.0,0.0,0.0
Unstable,Borda,Minisum,5,28,0,3,0.9340794392523365,8.0,0.9340794392523365,4.0,0.0,0.0
Unstable,Borda,Minisum,5,28,0,4,0.8883888888888889,8.0,0.8883888888888889,4.0,0.0,0.0
Unstable,Borda,Minisum,5,28,0,5,0.0,0.0,0.9685721649484537,9.0,0.0,0.0
Unstable,Borda,Minisum,5,29,0,0,0.9801063337956541,8.0,0.9801063337956541,4.0,0.0,0.0
Unstable,Borda,Minisum,5,29,0,1,0.8893543179983857,4.0,0.8893543179983857,8.0,0.0,0.0
Unstable,Borda,Minisum,5,29,0,2,0.9900898472596585,4.0,0.9900898472596585,8.0,0.0,0.0
Unstable,Borda,Minisum,5,29,0,3,0.9995238095238095,8.0,0.9995238095238095,4.0,0.0,0.0
Unstable,Borda,Minisum,5,29,0,4,0.9495238095238094,8.0,0.9495238095238094,4.0,0.0,0.0
Unstable,Borda,Minisum,5,29,0,5,0.0,0.0,0.8942606516290726,9.0,0.0,0.0
Unstable,Borda,Minisum,6,0,0,0,0.9169311926605506,6.0,0.8710333172380492,6.0,0.0,0.0
Unstable,Borda,Minisum,6,0,0,1,0.925425925925926,8.0,0.8791033138401559,8.0,0.0,0.0
Unstable,Borda,Minisum,6,0,0,2,0.9356702127659575,6.0,0.9888353863381859,6.0,0.0,0.0
Unstable,Borda,Minisum,6,0,0,3,0.9468684210526317,6.0,0.9994736842105263,6.0,0.0,0.0
Unstable,Borda,Minisum,6,0,0,4,0.9125434782608697,4.0,0.9668649885583523,4.0,0.0,0.0
Unstable,Borda,Minisum,6,0,0,5,0.9995,8.0,0.9494736842105262,8.0,0.0,0.0
Unstable,Borda,Minisum,6,0,0,6,0.0,0.0,0.9439181286549707,9.0,0.0,0.0
Unstable,Borda,Minisum,6,1,0,0,0.9788551275094953,6.0,0.9685721649484537,6.0,0.0,0.0
Unstable,Borda,Minisum,6,1,0,1,0.9779683078664403,0.0,0.9242311827956989,8.0,0.0,0.0
Unstable,Borda,Minisum,6,1,0,2,0.9590696438064858,0.0,0.98939898989899,6.0,0.0,0.0
Unstable,Borda,Minisum,6,1,0,3,0.7977930119416188,0.0,0.8398361344537816,6.0,0.0,0.0
Unstable,Borda,Minisum,6,1,0,4,0.9308462332301342,0.0,0.9798921568627451,4.0,0.0,0.0
Unstable,Borda,Minisum,6,1,0,5,0.9994736842105263,0.0,0.9468684210526317,8.0,0.0,0.0
Unstable,Borda,Minisum,6,1,0,6,0.0,0.0,0.9428962264150944,9.0,0.0,0.0
Unstable,Borda,Minisum,6,2,0,0,0.9397163947163947,6.0,0.9397163947163947,6.0,0.0,0.0
Unstable,Borda,Minisum,6,2,0,1,0.9903711426188491,8.0,0.9903711426188491,8.0,0.0,0.0
Unstable,Borda,Minisum,6,2,0,2,0.7907542457542457,6.0,0.7907542457542457,6.0,0.0,0.0
Unstable,Borda,Minisum,6,2,0,3,0.9905364455364455,6.0,0.9905364455364455,6.0,0.0,0.0
Unstable,Borda,Minisum,6,2,0,4,0.8416507177033492,4.0,0.8416507177033492,4.0,0.0,0.0
Unstable,Borda,Minisum,6,2,0,5,0.9644577352472089,8.0,0.9644577352472089,8.0,0.0,0.0
Unstable,Borda,Minisum,6,2,0,6,0.0,0.0,0.8167497556207233,9.0,0.0,0.0
Unstable,Borda,Minisum,6,3,0,0,0.9816883116883116,6.0,0.9816883116883116,6.0,0.0,0.0
Unstable,Borda,Minisum,6,3,0,1,0.9715080713678844,8.0,0.9715080713678844,8.0,0.0,0.0
Unstable,Borda,Minisum,6,3,0,2,0.9905364455364455,6.0,0.9905364455364455,6.0,0.0,0.0
Unstable,Borda,Minisum,6,3,0,3,0.9519264069264068,6.0,0.9519264069264068,6.0,0.0,0.0
Unstable,Borda,Minisum,6,3,0,4,0.9644577352472089,4.0,0.9644577352472089,4.0,0.0,0.0
Unstable,Borda,Minisum,6,3,0,5,0.9162121212121211,8.0,0.9162121212121211,8.0,0.0,0.0
Unstable,Borda,Minisum,6,3,0,6,0.0,0.0,0.921114081996435,9.0,0.0,0.0
Unstable,Borda,Minisum,6,4,0,0,0.9495238095238094,6.0,0.9495238095238094,6.0,0.0,0.0
Unstable,Borda,Minisum,6,4,0,1,0.9995238095238095,8.0,0.9995238095238095,8.0,0.0,0.0
Unstable,Borda,Minisum,6,4,0,2,0.9540692640692641,6.0,0.9540692640692641,6.0,0.0,0.0
Unstable,Borda,Minisum,6,4,0,3,0.9599198491277698,6.0,0.9599198491277698,6.0,0.0,0.0
Unstable,Borda,Minisum,6,4,0,4,0.896959706959707,4.0,0.896959706959707,4.0,0.0,0.0
Unstable,Borda,Minisum,6,4,0,5,0.88187675070028,8.0,0.88187675070028,8.0,0.0,0.0
Unstable,Borda,Minisum,6,4,0,6,0.0,0.0,0.9280952380952381,9.0,0.0,0.0
Unstable,Borda,Minisum,6,5,0,0,0.9890570175438597,6.0,0.9890570175438597,6.0,0.0,0.0
Unstable,Borda,Minisum,6,5,0,1,0.8255606407322654,8.0,0.8255606407322654,8.0,0.0,0.0
Unstable,Borda,Minisum,6,5,0,2,0.9439181286549707,6.0,0.9439181286549707,6.0,0.0,0.0
Unstable,Borda,Minisum,6,5,0,3,0.9129352226720647,6.0,0.9129352226720647,6.0,0.0,0.0
Unstable,Borda,Minisum,6,5,0,4,0.8873241515002459,4.0,0.8873241515002459,4.0,0.0,0.0
Unstable,Borda,Minisum,6,5,0,5,0.9888353863381859,8.0,0.9888353863381859,8.0,0.0,0.0
Unstable,Borda,Minisum,6,5,0,6,0.0,0.0,0.9779683078664403,9.0,0.0,0.0
Unstable,Borda,Minisum,6,6,0,0,0.9628265618173875,6.0,0.9628265618173875,6.0,0.0,0.0
Unstable,Borda,Minisum,6,6,0,1,0.9389177489177489,8.0,0.9389177489177489,8.0,0.0,0.0
Unstable,Borda,Minisum,6,6,0,2,0.9808322207387628,6.0,0.9808322207387628,6.0,0.0,0.0
Unstable,Borda,Minisum,6,6,0,3,0.9808322207387628,6.0,0.9808322207387628,6.0,0.0,0.0
Unstable,Borda,Minisum,6,6,0,4,0.9808322207387628,4.0,0.9808322207387628,4.0,0.0,0.0
Unstable,Borda,Minisum,6,6,0,5,0.9287273493468183,8.0,0.9287273493468183,8.0,0.0,0.0
Unstable,Borda,Minisum,6,6,0,6,0.0,0.0,0.9899084249084249,9.0,0.0,0.0
Unstable,Borda,Minisum,6,7,0,0,0.9816883116883116,6.0,0.9370238095238095,6.0,0.0,0.0
Unstable,Borda,Minisum,6,7,0,1,0.921114081996435,8.0,0.9701120448179271,8.0,0.0,0.0
Unstable,Borda,Minisum,6,7,0,2,0.981026936026936,6.0,0.9717460317460317,6.0,0.0,0.0
Unstable,Borda,Minisum,6,7,0,3,0.9418531468531468,6.0,0.9899084249084249,6.0,0.0,0.0
Unstable,Borda,Minisum,6,7,0,4,0.931748844375963,4.0,0.8893543179983857,4.0,0.0,0.0
Unstable,Borda,Minisum,6,7,0,5,0.8416507177033492,8.0,0.8942606516290726,8.0,0.0,0.0
Unstable,Borda,Minisum,6,7,0,6,0.0,0.0,0.8825025329280648,9.0,0.0,0.0
Unstable,Borda,Minisum,6,8,0,0,0.9418531468531468,6.0,0.9418531468531468,6.0,0.0,0.0
Unstable,Borda,Minisum,6,8,0,1,0.9560671936758893,8.0,0.9560671936758893,8.0,0.0,0.0
Unstable,Borda,Minisum,6,8,0,2,0.9903711426188491,6.0,0.9903711426188491,6.0,0.0,0.0
Unstable,Borda,Minisum,6,8,0,3,0.981026936026936,6.0,0.981026936026936,6.0,0.0,0.0
Unstable,Borda,Minisum,6,8,0,4,0.8995454545454545,4.0,0.8995454545454545,4.0,0.0,0.0
Unstable,Borda,Minisum,6,8,0,5,0.9162121212121211,8.0,0.9162121212121211,8.0,0.0,0.0
Unstable,Borda,Minisum,6,8,0,6,0.0,0.0,0.94782131661442,9.0,0.0,0.0
Unstable,Borda,Minisum,6,9,0,0,0.9899084249084249,6.0,0.9418531468531468,6.0,0.0,0.0
Unstable,Borda,Minisum,6,9,0,1,0.8825025329280648,8.0,0.8293326885880077,8.0,0.0,0.0
Unstable,Borda,Minisum,6,9,0,2,0.9628265618173875,6.0,0.9903711426188491,6.0,0.0,0.0
Unstable,Borda,Minisum,6,9,0,3,0.9801063337956541,6.0,0.9315842894969109,6.0,0.0,0.0
Unstable,Borda,Minisum,6,9,0,4,0.9287273493468183,4.0,0.9729967819790828,4.0,0.0,0.0
Unstable,Borda,Minisum,6,9,0,5,0.8745238095238095,8.0,0.9162121212121211,8.0,0.0,0.0
Unstable,Borda,Minisum,6,9,0,6,0.0,0.0,0.9816883116883116,9.0,0.0,0.0
Unstable,Borda,Minisum,6,10,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Unstable,Borda,Minisum,6,11,0,0,0.9995454545454545,6.0,0.9995454545454545,6.0,0.0,0.0
Unstable,Borda,Minisum,6,11,0,1,0.9816883116883116,8.0,0.9816883116883116,8.0,0.0,0.0
Unstable,Borda,Minisum,6,11,0,2,0.9519264069264068,6.0,0.9519264069264068,6.0,0.0,0.0
Unstable,Borda,Minisum,6,11,0,3,0.8293326885880077,6.0,0.8293326885880077,6.0,0.0,0.0
Unstable,Borda,Minisum,6,11,0,4,0.9995454545454545,4.0,0.9995454545454545,4.0,0.0,0.0
Unstable,Borda,Minisum,6,11,0,5,0.9816883116883116,8.0,0.9816883116883116,8.0,0.0,0.0
Unstable,Borda,Minisum,6,11,0,6,0.0,0.0,0.9729967819790828,9.0,0.0,0.0
Unstable,Borda,Minisum,6,12,0,0,0.9888353863381859,6.0,0.8825025329280648,6.0,0.0,0.0
Unstable,Borda,Minisum,6,12,0,1,0.9555176402544824,8.0,0.8456776556776556,8.0,0.0,0.0
Unstable,Borda,Minisum,6,12,0,2,0.9668649885583523,6.0,0.8582194616977226,6.0,0.0,0.0
Unstable,Borda,Minisum,6,12,0,3,0.8957000993048659,6.0,0.9900898472596585,6.0,0.0,0.0
Unstable,Borda,Minisum,6,12,0,4,0.847687969924812,4.0,0.9370238095238095,4.0,0.0,0.0
Unstable,Borda,Minisum,6,12,0,5,0.8255606407322654,8.0,0.9125672877846791,8.0,0.0,0.0
Unstable,Borda,Minisum,6,12,0,6,0.0,0.0,0.88187675070028,9.0,0.0,0.0
Unstable,Borda,Minisum,6,13,0,0,0.9801063337956541,6.0,0.9315842894969109,6.0,0.0,0.0
Unstable,Borda,Minisum,6,13,0,1,0.8825025329280648,8.0,0.8293326885880077,8.0,0.0,0.0
Unstable,Borda,Minisum,6,13,0,2,0.9995238095238095,6.0,0.9519264069264068,6.0,0.0,0.0
Unstable,Borda,Minisum,6,13,0,3,0.8893543179983857,6.0,0.931748844375963,6.0,0.0,0.0
Unstable,Borda,Minisum,6,13,0,4,0.9046962233169129,4.0,0.94782131661442,4.0,0.0,0.0
Unstable,Borda,Minisum,6,13,0,5,0.9540692640692641,8.0,0.9995454545454545,8.0,0.0,0.0
Unstable,Borda,Minisum,6,13,0,6,0.0,0.0,0.9816883116883116,9.0,0.0,0.0
Unstable,Borda,Minisum,6,14,0,0,0.9995,6.0,0.8995454545454545,6.0,0.0,0.0
Unstable,Borda,Minisum,6,14,0,1,0.8615689655172414,8.0,0.94782131661442,8.0,0.0,0.0
Unstable,Borda,Minisum,6,14,0,2,0.8398361344537816,6.0,0.9239152024446142,6.0,0.0,0.0
Unstable,Borda,Minisum,6,14,0,3,0.8328333333333334,6.0,0.9162121212121211,6.0,0.0,0.0
Unstable,Borda,Minisum,6,14,0,4,0.9468684210526317,4.0,0.8416507177033492,4.0,0.0,0.0
Unstable,Borda,Minisum,6,14,0,5,0.8883888888888889,8.0,0.7773232323232323,8.0,0.0,0.0
Unstable,Borda,Minisum,6,14,0,6,0.0,0.0,0.981026936026936,9.0,0.0,0.0
Unstable,Borda,Minisum,6,15,0,0,0.9899084249084249,6.0,0.9899084249084249,6.0,0.0,0.0
Unstable,Borda,Minisum,6,15,0,1,0.9801063337956541,8.0,0.9801063337956541,8.0,0.0,0.0
Unstable,Borda,Minisum,6,15,0,2,0.9717460317460317,6.0,0.9717460317460317,6.0,0.0,0.0
Unstable,Borda,Minisum,6,15,0,3,0.9801063337956541,6.0,0.9801063337956541,6.0,0.0,0.0
Unstable,Borda,Minisum,6,15,0,4,0.9995238095238095,4.0,0.9995238095238095,4.0,0.0,0.0
Unstable,Borda,Minisum,6,15,0,5,0.9057738095238095,8.0,0.9057738095238095,8.0,0.0,0.0
Unstable,Borda,Minisum,6,15,0,6,0.0,0.0,0.9995238095238095,9.0,0.0,0.0
Unstable,Borda,Minisum,6,16,0,0,0.9610384615384616,6.0,0.9610384615384616,6.0,0.0,0.0
Unstable,Borda,Minisum,6,16,0,1,0.9895990099009901,8.0,0.9895990099009901,8.0,0.0,0.0
Unstable,Borda,Minisum,6,16,0,2,0.9895990099009901,6.0,0.9895990099009901,6.0,0.0,0.0
Unstable,Borda,Minisum,6,16,0,3,0.9790918367346939,6.0,0.9790918367346939,6.0,0.0,0.0
Unstable,Borda,Minisum,6,16,0,4,0.9005989010989012,4.0,0.9005989010989012,4.0,0.0,0.0
Unstable,Borda,Minisum,6,16,0,5,0.900400900900901,8.0,0.900400900900901,8.0,0.0,0.0
Unstable,Borda,Minisum,6,16,0,6,0.0,0.0,0.9703737864077671,9.0,0.0,0.0
Unstable,Borda,Minisum,6,17,0,0,0.8893543179983857,6.0,0.8893543179983857,6.0,0.0,0.0
Unstable,Borda,Minisum,6,17,0,1,0.9389177489177489,8.0,0.9389177489177489,8.0,0.0,0.0
Unstable,Borda,Minisum,6,17,0,2,0.9701120448179271,6.0,0.9701120448179271,6.0,0.0,0.0
Unstable,Borda,Minisum,6,17,0,3,0.9899084249084249,6.0,0.9899084249084249,6.0,0.0,0.0
Unstable,Borda,Minisum,6,17,0,4,0.9900898472596585,4.0,0.9900898472596585,4.0,0.0,0.0
Unstable,Borda,Minisum,6,17,0,5,0.9701120448179271,8.0,0.9701120448179271,8.0,0.0,0.0
Unstable,Borda,Minisum,6,17,0,6,0.0,0.0,0.9540692640692641,9.0,0.0,0.0
Unstable,Borda,Minisum,6,18,0,0,0.9169311926605506,6.0,0.9169311926605506,6.0,0.0,0.0
Unstable,Borda,Minisum,6,18,0,1,0.98939898989899,8.0,0.98939898989899,8.0,0.0,0.0
Unstable,Borda,Minisum,6,18,0,2,0.8328333333333334,6.0,0.8328333333333334,6.0,0.0,0.0
Unstable,Borda,Minisum,6,18,0,3,0.9895990099009901,6.0,0.9895990099009901,6.0,0.0,0.0
Unstable,Borda,Minisum,6,18,0,4,0.9005989010989012,4.0,0.9005989010989012,4.0,0.0,0.0
Unstable,Borda,Minisum,6,18,0,5,0.9895990099009901,8.0,0.9895990099009901,8.0,0.0,0.0
Unstable,Borda,Minisum,6,18,0,6,0.0,0.0,0.8328333333333334,9.0,0.0,0.0
Unstable,Borda,Minisum,6,19,0,0,0.9995238095238095,6.0,0.9995238095238095,6.0,0.0,0.0
Unstable,Borda,Minisum,6,19,0,1,0.9454697554697554,8.0,0.9454697554697554,8.0,0.0,0.0
Unstable,Borda,Minisum,6,19,0,2,0.9057738095238095,6.0,0.9057738095238095,6.0,0.0,0.0
Unstable,Borda,Minisum,6,19,0,3,0.8745238095238095,6.0,0.8745238095238095,6.0,0.0,0.0
Unstable,Borda,Minisum,6,19,0,4,0.9899084249084249,4.0,0.9899084249084249,4.0,0.0,0.0
Unstable,Borda,Minisum,6,19,0,5,0.8456776556776556,8.0,0.8456776556776556,8.0,0.0,0.0
Unstable,Borda,Minisum,6,19,0,6,0.0,0.0,0.8582194616977226,9.0,0.0,0.0
Unstable,Borda,Minisum,6,20,0,0,0.9560671936758893,6.0,0.9560671936758893,6.0,0.0,0.0
Unstable,Borda,Minisum,6,20,0,1,0.931748844375963,8.0,0.931748844375963,8.0,0.0,0.0
Unstable,Borda,Minisum,6,20,0,2,0.9397163947163947,6.0,0.9397163947163947,6.0,0.0,0.0
Unstable,Borda,Minisum,6,20,0,3,0.9315842894969109,6.0,0.9315842894969109,6.0,0.0,0.0
Unstable,Borda,Minisum,6,20,0,4,0.981026936026936,4.0,0.981026936026936,4.0,0.0,0.0
Unstable,Borda,Minisum,6,20,0,5,0.8537121212121211,8.0,0.8537121212121211,8.0,0.0,0.0
Unstable,Borda,Minisum,6,20,0,6,0.0,0.0,0.8416507177033492,9.0,0.0,0.0
Unstable,Borda,Minisum,6,21,0,0,0.9287273493468183,6.0,0.8844557522123895,6.0,0.0,0.0
Unstable,Borda,Minisum,6,21,0,1,0.8825025329280648,8.0,0.9356702127659575,8.0,0.0,0.0
Unstable,Borda,Minisum,6,21,0,2,0.9280952380952381,6.0,0.9790918367346939,6.0,0.0,0.0
Unstable,Borda,Minisum,6,21,0,3,0.9599198491277698,6.0,0.9895990099009901,6.0,0.0,0.0
Unstable,Borda,Minisum,6,21,0,4,0.9995238095238095,4.0,0.9518809523809524,4.0,0.0,0.0
Unstable,Borda,Minisum,6,21,0,5,0.9125672877846791,8.0,0.8690652173913044,8.0,0.0,0.0
Unstable,Borda,Minisum,6,21,0,6,0.0,0.0,0.9356702127659575,9.0,0.0,0.0
Unstable,Borda,Minisum,6,22,0,0,0.9895990099009901,6.0,0.9599198491277698,6.0,0.0,0.0
Unstable,Borda,Minisum,6,22,0,1,0.9578333333333334,8.0,0.9057738095238095,8.0,0.0,0.0
Unstable,Borda,Minisum,6,22,0,2,0.9685721649484537,6.0,0.9170495827196857,6.0,0.0,0.0
Unstable,Borda,Minisum,6,22,0,3,0.8690652173913044,6.0,0.9125672877846791,6.0,0.0,0.0
Unstable,Borda,Minisum,6,22,0,4,0.9610384615384616,4.0,0.9899084249084249,4.0,0.0,0.0
Unstable,Borda,Minisum,6,22,0,5,0.8844557522123895,8.0,0.9287273493468183,8.0,0.0,0.0
Unstable,Borda,Minisum,6,22,0,6,0.0,0.0,0.9125672877846791,9.0,0.0,0.0
Unstable,Borda,Minisum,6,23,0,0,0.9085909090909091,6.0,0.8631100478468899,6.0,0.0,0.0
Unstable,Borda,Minisum,6,23,0,1,0.9578333333333334,8.0,0.9890570175438597,8.0,0.0,0.0
Unstable,Borda,Minisum,6,23,0,2,0.9242311827956989,6.0,0.9779683078664403,6.0,0.0,0.0
Unstable,Borda,Minisum,6,23,0,3,0.9005989010989012,6.0,0.9555176402544824,6.0,0.0,0.0
Unstable,Borda,Minisum,6,23,0,4,0.8542008547008547,4.0,0.8114394961763383,4.0,0.0,0.0
Unstable,Borda,Minisum,6,23,0,5,0.8542008547008547,8.0,0.8114394961763383,8.0,0.0,0.0
Unstable,Borda,Minisum,6,23,0,6,0.0,0.0,0.9994736842105263,9.0,0.0,0.0
Unstable,Borda,Minisum,6,24,0,0,0.9397163947163947,6.0,0.896959706959707,6.0,0.0,0.0
Unstable,Borda,Minisum,6,24,0,1,0.8416507177033492,8.0,0.8942606516290726,8.0,0.8942606516290726,8.0
Unstable,Borda,Minisum,6,24,0,2,0.9397163947163947,6.0,0.896959706959707,6.0,0.0,0.0
Unstable,Borda,Minisum,6,24,0,3,0.9560671936758893,6.0,0.9125672877846791,6.0,0.0,0.0
Unstable,Borda,Minisum,6,24,0,4,0.9715080713678844,4.0,0.9808322207387628,4.0,0.0,0.0
Unstable,Borda,Minisum,6,24,0,5,0.9715080713678844,8.0,0.9808322207387628,8.0,0.0,0.0
Unstable,Borda,Minisum,6,24,0,6,0.0,0.0,0.8704915514592934,9.0,0.0,0.0
Unstable,Borda,Minisum,6,25,0,0,0.9242311827956989,6.0,0.9242311827956989,6.0,0.0,0.0
Unstable,Borda,Minisum,6,25,0,1,0.9340794392523365,8.0,0.9340794392523365,8.0,0.0,0.0
Unstable,Borda,Minisum,6,25,0,2,0.9798921568627451,6.0,0.9798921568627451,6.0,0.0,0.0
Unstable,Borda,Minisum,6,25,0,3,0.9798921568627451,6.0,0.9798921568627451,6.0,0.0,0.0
Unstable,Borda,Minisum,6,25,0,4,0.9703737864077671,4.0,0.9703737864077671,4.0,0.0,0.0
Unstable,Borda,Minisum,6,25,0,5,0.9995,8.0,0.9995,8.0,0.0,0.0
Unstable,Borda,Minisum,6,25,0,6,0.0,0.0,0.8766929824561405,9.0,0.0,0.0
Unstable,Borda,Minisum,6,26,0,0,0.9808322207387628,6.0,0.9340794392523365,6.0,0.0,0.0
Unstable,Borda,Minisum,6,26,0,1,0.9701120448179271,8.0,0.9798921568627451,8.0,0.0,0.0
Unstable,Borda,Minisum,6,26,0,2,0.9057738095238095,6.0,0.9578333333333334,6.0,0.0,0.0
Unstable,Borda,Minisum,6,26,0,3,0.9801063337956541,6.0,0.9703737864077671,6.0,0.0,0.0
Unstable,Borda,Minisum,6,26,0,4,0.88187675070028,4.0,0.8398361344537816,4.0,0.0,0.0
Unstable,Borda,Minisum,6,26,0,5,0.9170495827196857,8.0,0.9685721649484537,8.0,0.0,0.0
Unstable,Borda,Minisum,6,26,0,6,0.0,0.0,0.8883888888888889,9.0,0.0,0.0
Unstable,Borda,Minisum,6,27,0,0,0.9287273493468183,6.0,0.9287273493468183,6.0,0.0,0.0
